1482883200.0,19.292,19.828,6264000.0
1482969600.0,19.336000000000002,19.952,4778000.0
1483315200.0,19.316000000000003,19.916000000000004,1118500.0
1483401600.0,19.354000000000003,19.932,5658500.0
1483488000.0,19.282,19.908,2144400.0
1483574400.0,19.216,19.906,4031600.0
1483660800.0,19.270000000000003,19.866,4213500.0
1483920000.0,19.454,20.072000000000003,3407800.0
1484006400.0,19.759999999999998,20.43,3606500.0
1484092800.0,20.21,20.878,3499900.0
1484179200.0,20.804,21.41,5500500.0
1484265600.0,21.384,22.108,5410000.0
1484524800.0,22.130000000000003,22.904000000000003,2018500.0
1484611200.0,22.594,23.32,5968500.0
1484697600.0,22.9,23.848000000000003,14846300.0
1484784000.0,23.1,24.09,5303100.0
1484870400.0,23.29,24.276,6309700.0
1485129600.0,23.439999999999998,24.482,4369600.0
1485216000.0,23.86,25.0,5373900.0
1485388800.0,24.35,25.294,5274700.0
1485475200.0,24.71,25.624000000000002,3244000.0
1485734400.0,24.889999999999997,25.784000000000002,3136800.0
1485820800.0,24.877999999999997,25.704,4067300.0
1485907200.0,24.79,25.52,5928500.0
1485993600.0,24.610000000000003,25.339999999999996,4024400.0
1486080000.0,24.154000000000003,25.006,6833500.0
1486339200.0,23.81,24.594,3554600.0
1486425600.0,23.502000000000002,24.35,4297100.0
1486512000.0,23.101999999999997,23.944000000000003,3867100.0
1486598400.0,22.778,23.628000000000004,4011900.0
1486684800.0,23.035999999999998,23.750000000000004,5036400.0
1486944000.0,23.663999999999998,24.518,11344600.0
1487030400.0,24.262,25.156,4651000.0
1487116800.0,24.814,25.75,6626600.0
1487203200.0,25.322,26.218,5231900.0
1487289600.0,25.516,26.444,5909200.0
1487548800.0,25.782,26.552,6047300.0
1487635200.0,25.97,26.814,6307900.0
1487721600.0,26.022000000000002,26.901999999999997,6845300.0
1487808000.0,25.898000000000003,27.024,12566100.0
1487894400.0,25.688,26.965999999999998,9984400.0
1488326400.0,25.246000000000002,26.486,3262200.0
1488412800.0,24.652,25.927999999999997,6860100.0
1488499200.0,24.248,25.467999999999996,6887300.0
1488758400.0,23.928,24.918,6393900.0
1488844800.0,23.747999999999998,24.61,6653500.0
1488931200.0,23.29,24.302,5789100.0
1489017600.0,22.946,23.845999999999997,8743900.0
1489104000.0,22.688000000000002,23.654,5574100.0
1489363200.0,22.69,23.618000000000002,5769000.0
1489449600.0,22.612000000000002,23.562,4090300.0
1489536000.0,22.875999999999998,23.86,7371000.0
1489622400.0,23.36,24.352,4526300.0
1489708800.0,23.607999999999997,24.618000000000002,14666000.0
1489968000.0,23.637999999999998,24.696,3235400.0
1490054400.0,23.436,24.613999999999997,6492000.0
1490140800.0,22.94,24.124000000000002,7011400.0
1490227200.0,22.357999999999997,23.488,7072000.0
1490313600.0,21.942,22.994,3909200.0
1490572800.0,21.39,22.65,6832700.0
1490659200.0,21.452,22.503999999999998,4454900.0
1490745600.0,21.642000000000003,22.57,3103500.0
1490832000.0,21.842,22.686,2230800.0
1490918400.0,21.954,22.814,4005200.0
